lon,lat,dep,idx
403627.8552,4328192.274,0.300000012,1949
403613.5316,4327722.058,0.901709974,1951
403645.4062,4327690.867,1.899999976,1952
403691.8666,4327693.403,2.099999905,1953
403735.2432,4327691.389,2.099999905,1954
403783.3142,4327695.125,2.099999905,1955
403835.0321,4327708.254,2.377199888,1956
403884.8837,4327710.989,2.400000095,1957
403938.8758,4327695.39,2.316499949,1958
403990.8848,4327683.047,1.961799979,1959
404038.9456,4327681.032,1.255599976,1960
404042.7833,4327983.431,0.300000012,1961
403580.9773,4327762.055,0.300000012,1964
403626.9678,4327769.208,0.93779999,1965
403661.9322,4327736.788,1.923820019,1966
403707.0184,4327739.658,2.099999905,1967
403751.1027,4327738.405,2.099999905,1968
403794.3345,4327740.475,2.099999905,1969
403828.6722,4327749.458,2.325299978,1970
403864.9294,4327759.135,2.400000095,1971
403918.5136,4327740.361,2.400000095,1972
403970.5227,4327728.018,2.009680033,1973
404018.4696,4327726.19,1.335800052,1974
404067.1982,4327726.924,0.300000012,1975
403593.7308,4327810.326,0.300000012,1979
403640.8192,4327817.598,1.217939973,1980
403676.32,4327784.298,2,1981
403721.52,4327786.981,2.099999905,1982
403766.3934,4327786.355,2.099999905,1983
403813.0311,4327784.754,2.17869997,1984
403849.7419,4327810.99,2.400000095,1985
403901.7303,4327787.145,2.400000095,1986
403951.1283,4327773.322,2.228660107,1987
403998.0586,4327771.241,1.532199979,1988
404044.7052,4327771.548,0.300000012,1989
403607.3872,4327859.037,0.300000012,1992
403655.5809,4327864.494,1.172739983,1993
403690.6103,4327831.968,1.899049997,1994
403737.8996,4327833.143,2,1995
403791.7749,4327831.193,2.099999905,1996
403842.7008,4327857.158,2.294019938,1997
403889.5499,4327834.062,2.400000095,1998
403935.703,4327819.799,2.48920989,1999
403979.5184,4327817.065,1.609719992,2000
404022.2285,4327816.146,0.300000012,2001
403620.1407,4327907.308,0.300000012,2002
403667.5025,4327906.441,0.624679983,2003
403708.9922,4327882.532,1.464339972,2004
403758.4906,4327876.234,1.792819977,2005
403803.6005,4327877.143,2,2006
403836.9304,4327908.93,2.200000048,2007
403882.8678,4327883.486,2.483799934,2008
403926.6212,4327867.396,2.656699896,2009
403968.7373,4327865.529,1.676460028,2010
404008.6251,4327863.477,0.300000012,2011
403648.318,4327947.555,0.300000012,2012
403699.1745,4327940.95,0.531939983,2013
403740.1307,4327925.608,1.051079988,2014
403786.0754,4327919.378,2.056499958,2015
403821.6941,4327960.864,2.299420118,2016
403877.6663,4327934.323,2.505599976,2017
403918.1807,4327912.016,2.700000048,2018
403957.9562,4327913.993,2.311100006,2019
404005.0092,4327913.634,0.300000012,2020
403679.6663,4327986.441,0.300000012,2021
403731.1419,4327982.664,0.376080006,2022
403769.6482,4327961.732,1.598359942,2023
403783.343,4328004.612,1.496199965,2024
403832.3908,4328010.59,2.251399994,2025
403881.384,4327980.128,2.67779994,2026
403927.0214,4327957.099,2.700000048,2027
403968.3676,4327962.265,2.403599977,2028
404006.0523,4327961.908,0.300000012,2029
403711.0797,4328025.22,0.300000012,2030
403751.1995,4328034.322,0.356559992,2031
403798.31,4328056.939,1.886940002,2032
403848.8591,4328054.683,2.588200092,2033
403887.3048,4328024.238,2.700000048,2034
403935.735,4328010.081,2.898999929,2035
403983.4957,4328010.482,2.337510109,2036
404029.2543,4328006.48,0.300000012,2037
403716.8882,4328073.359,0.300000012,2038
403757.5282,4328081.607,0.31182,2039
403798.1754,4328109.069,1.925420046,2040
403854.0337,4328103.864,2.790899992,2041
403905.171,4328066.036,2.965899944,2042
403957.7105,4328058.59,2.457700014,2043
404004.2005,4328053.387,2.151540041,2044
404052.4563,4328051.052,0.300000012,2045
403717.989,4328123.461,0.300000012,2046
403757.2192,4328124.411,0.510420024,2047
403785.3522,4328155.119,2.221240044,2048
403838.2123,4328156.759,3,2049
403900.299,4328149.016,2.598690033,2050
403927.4938,4328108.207,2.400000095,2051
403982.4242,4328100.68,2.400000095,2052
404031.0538,4328097.731,2.203880072,2053
404074.8042,4328095.104,0.700640023,2054
403739.1001,4328165.699,0.72992003,2055
403697.7391,4328164.403,0.300000012,2056
403764.3236,4328201.184,3.022350073,2057
403806.0068,4328194.261,3,2058
403840.3415,4328216.708,2.83859992,2059
403885.9302,4328193.759,2.700000048,2060
403941.4531,4328183.336,2.478630066,2061
403965.1843,4328144.369,2.421829939,2062
404018.2055,4328141.899,1.987900019,2063
404073.7653,4328142.951,0.327630013,2064
403712.2628,4328205.922,1.438899994,2065
403660.7666,4328198.197,0.542855799,2066
403738.3153,4328240.045,3.083349943,2067
403792.4772,4328243.393,3.024800062,2068
403833.4245,4328268.44,2.247600079,2069
403875.6204,4328241.449,1.792840004,2070
403918.1119,4328221.663,2.05133009,2071
403963.0504,4328220.93,1.523000002,2072
403994.922,4328182.054,1.593400002,2073
404048.3274,4328184.721,0.389660001,2074
403681.4802,4328243.01,1.970589995,2075
403629.9929,4328237.193,0.300000012,2076
403707.3953,4328279.282,3.166670084,2077
403757.2366,4328276.266,3.230410099,2078
403794.1099,4328302.234,2.294519901,2079
403848.69,4328314.508,0.472059995,2080
403886.5032,4328288.946,0.300000012,2081
403907.2304,4328262.602,0.622430027,2082
403936.5751,4328250.946,1.018000007,2083
403977.1264,4328261.262,0.300000012,2084
404017.4074,4328223.958,0.36673671,2085
403653.4801,4328283.219,1.700150013,2086
403603.986,4328279.897,0.300000012,2087
403680.623,4328319.398,3.400680065,2088
403735.7499,4328315.393,1.956940055,2089
403765.526,4328347.248,0.992569983,2090
403820.6292,4328345.204,0.441300005,2091
403876.7062,4328358.865,1.303799987,2092
403897.0403,4328325.476,0.300000012,2093
403917.6862,4328299.265,0.300000012,2094
403925.6138,4328274.712,0.470299989,2095
403945.4573,4328276.735,0.300000012,2096
403626.8305,4328325.056,1.16237998,2097
403577.1251,4328322.081,0.300000012,2098
403655.0713,4328361.354,3.278680086,2099
403708.8151,4328355.776,3.315619946,2100
403739.0877,4328388.738,1.697819948,2101
403793.0753,4328382.759,0.574639976,2102
403842.6817,4328382.051,1.032879949,2103
403877.1154,4328408.18,2.099999905,2104
403916.5998,4328393.332,2.027420044,2105
403922.2135,4328357.199,1.9648,2106
403939.7031,4328328.48,0.937900007,2107
403945.5533,4328293.88,0.300000012,2108
403601.5802,4328368.441,1.012439966,2109
403634.3752,4328404.951,2.9681499,2111
403685.6793,4328399.533,2.817199945,2112
403720.6686,4328432.44,2.623320103,2113
403771.1912,4328424.461,2.128479958,2114
403824.8463,4328420.95,2.305999994,2115
403868.7532,4328444.982,2.099999905,2116
403921.343,4328441.299,2.099999905,2117
403956.5689,4328412.295,2.055320024,2118
403959.9055,4328376.055,1.799999952,2119
403985.7734,4328352.805,1.799999952,2120
403967.2984,4328313.929,0.819920003,2121
403992.2516,4328280.645,0.300000012,2122
403578.8774,4328417.255,1.008000016,2123
403619.8098,4328446.171,2.768529892,2125
403667.742,4328448.213,3.235690117,2126
403711.8455,4328475.767,2.793800116,2127
403755.3594,4328471.606,2.637500048,2128
403801.4416,4328463.227,2.285399914,2129
403844.83,4328470.807,2.099999905,2130
403897.563,4328480.346,2.099999905,2131
403954.3995,4328481.225,2.099999905,2132
403982.1647,4328443.323,2.099999905,2133
404005.2754,4328397.685,1.799999952,2134
404027.9634,4328352.74,1.575129986,2135
404000.3505,4328321.178,1.461820006,2136
404037.3954,4328306.491,0.961459994,2137
404038.7283,4328262.006,0.300000012,2138
403580.5972,4328470.186,1.272760034,2140
403630.8537,4328489.559,2.567739964,2141
403677.3259,4328501.688,2.700000048,2142
403728.3877,4328521.662,2.700000048,2143
403782.365,4328509.932,2.407299995,2144
403829.2716,4328509.812,2.149549961,2145
403878.7996,4328516.924,2.152719975,2146
403931.3125,4328524.902,2.207900047,2147
403986.4054,4328517.108,2.099999905,2148
404010.3819,4328481.583,1.966779947,2149
404032.0297,4328438.346,1.784549952,2150
404051.724,4328390.627,1.5,2151
404074.1815,4328338.37,0.929319978,2152
403592.1228,4328518.55,1.516819954,2155
403641.2814,4328537.804,2.489860058,2156
403685.0524,4328546.678,2.700000048,2157
403639.2703,4328583.974,2.700000048,2158
403764.4911,4328554.662,2.700000048,2159
403815.089,4328552.327,2.586639881,2160
403858.368,4328550.473,2.345809937,2161
403903.0922,4328563.551,2.500999928,2162
403955.1123,4328577.509,2.487580061,2163
403970.7865,4328546.6,2.110630035,2164
404007.9229,4328558.678,2.099999905,2165
404037.8278,4328523.032,1.899999976,2166
404058.3776,4328479.675,1.799999952,2167
404075.6323,4328432.117,1.604799986,2168
404075.1667,4328254.289,0.300000012,2170
404061.0552,4328206.326,0.300000012,2171
403606.4301,4328565.596,1.669020057,2173
403581.1851,4328592.836,2.473850012,2174
403611.7429,4328627.252,2.538710117,2175
403660.2321,4328639.915,2.649329901,2176
403684.0446,4328600.814,2.753299952,2177
403730.3972,4328597.759,2.700000048,2178
403782.3294,4328597.077,2.58781004,2179
403835.3727,4328609.952,2.700000048,2180
403880.1722,4328628.673,2.532099962,2181
403925.5244,4328604.19,2.531650066,2182
404057.6083,4328570.703,2.097189903,2183
403614.5902,4328672.564,0.999679983,2191
403657.6313,4328686.482,0.739839971,2192
403702.9185,4328683.254,1.138280034,2193
403713.8725,4328640.274,2.887140036,2194
403762.3647,4328639.473,2.782239914,2195
403806.2377,4328638.567,2.700000048,2196
403847.841,4328656.769,2.063689947,2197
403894.8304,4328681.507,2.285589933,2198
403919.8812,4328648.063,2.56930995,2199
403962.4066,4328632.066,2.578180075,2200
404004.737,4328616.39,2.224159956,2201
403585.0932,4328711.386,0.300000012,2208
403632.257,4328724.302,0.300000012,2209
403682.1248,4328727.011,0.300000012,2210
403732.7567,4328728.464,0.300000012,2211
403751.6708,4328682.026,1.947639942,2212
403804.1718,4328680.411,1.786900043,2213
403852.5236,4328695.221,0.96509999,2214
403884.0478,4328726.128,0.548160017,2215
403928.8873,4328721.713,2.047499895,2216
403947.9994,4328682.64,2.615459919,2217
403988.7546,4328673.395,2.400000095,2218
404021.294,4328658.416,2.268820047,2219
404047.4132,4328611.682,2.06140995,2220
403781.9537,4328720.739,0.300000012,2224
403831.1138,4328722.687,0.300000012,2225
403975.1275,4328722.687,2.471999884,2229
404020.5506,4328713.468,2.566570044,2230
404059.4692,4328664.943,2.196000099,2231
404064.8803,4328715.658,2.400000095,2241
